time_difference,公告日期,证券代码,证券简称,违规年度
1.0,2022,2554,惠博普,2021.0
3.0,2018,2555,三七互娱,2015.0
2.0,2018,2558,巨人网络,2016.0
1.0,2018,2558,巨人网络,2017.0
0.0,2018,2558,巨人网络,2018.0
1.0,2019,2560,通达股份,2018.0
0.0,2017,2564,天沃科技,2017.0
1.0,2021,2303,美盈森,2020.0
5.0,2017,2565,顺灏股份,2012.0
6.0,2021,2303,美盈森,2015.0
4.0,2017,2565,顺灏股份,2013.0
5.0,2021,2303,美盈森,2016.0
3.0,2017,2565,顺灏股份,2014.0
2.0,2021,2303,美盈森,2019.0
6.0,2017,2566,益盛药业,2011.0
5.0,2017,2566,益盛药业,2012.0
5.0,2022,2740,ST 爱迪尔,2017.0
4.0,2017,2566,益盛药业,2013.0
4.0,2022,2740,ST 爱迪尔,2018.0
3.0,2017,2566,益盛药业,2014.0
8.0,2022,2052,ST 同洲,2014.0
2.0,2017,2566,益盛药业,2015.0
7.0,2022,2052,ST 同洲,2015.0
1.0,2021,2568,百润股份,2020.0
6.0,2022,2052,ST 同洲,2016.0
2.0,2021,2569,ST 步森,2019.0
3.0,2022,2640,*ST 跨境,2019.0
1.0,2021,2569,ST 步森,2020.0
0.0,2021,2569,ST 步森,2021.0
1.0,2022,2640,*ST 跨境,2021.0
1.0,2021,2570,贝因美,2020.0
3.0,2018,636,风华高科,2015.0
1.0,2017,2571,*ST 德力,2016.0
5.0,2022,2574,明牌珠宝,2017.0
1.0,2018,636,风华高科,2017.0
4.0,2022,2574,明牌珠宝,2018.0
0.0,2018,636,风华高科,2018.0
3.0,2022,2574,明牌珠宝,2019.0
4.0,2020,2426,*ST 胜利,2016.0
2.0,2022,2574,明牌珠宝,2020.0
3.0,2020,2426,*ST 胜利,2017.0
1.0,2022,2574,明牌珠宝,2021.0
3.0,2022,2575,*ST 群兴,2019.0
2.0,2022,2575,*ST 群兴,2020.0
5.0,2021,2247,*ST 聚力,2016.0
2.0,2021,2578,闽发铝业,2019.0
4.0,2021,2247,*ST 聚力,2017.0
3.0,2021,2581,未名医药,2018.0
3.0,2021,2247,*ST 聚力,2018.0
2.0,2021,2581,未名医药,2019.0
2.0,2023,2582,好想你,2021.0
1.0,2019,2584,西陇科学,2018.0
3.0,2020,2256,兆新股份,2017.0
1.0,2020,2586,ST 围海,2019.0
2.0,2020,2256,兆新股份,2018.0
0.0,2020,2586,ST 围海,2020.0
6.0,2021,2450,康得退,2015.0
3.0,2021,2587,奥拓电子,2018.0
5.0,2021,2450,康得退,2016.0
2.0,2021,2587,奥拓电子,2019.0
4.0,2021,2450,康得退,2017.0
1.0,2021,2587,奥拓电子,2020.0
1.0,2020,2331,皖通科技,2019.0
0.0,2021,2587,奥拓电子,2021.0
3.0,2019,2589,瑞康医药,2016.0
2.0,2019,2589,瑞康医药,2017.0
2.0,2020,600251,冠农股份,2018.0
4.0,2017,2591,恒大高新,2013.0
6.0,2021,2450,*ST 康得,2015.0
3.0,2017,2591,恒大高新,2014.0
5.0,2021,2450,*ST 康得,2016.0
2.0,2017,2591,恒大高新,2015.0
4.0,2021,2450,*ST 康得,2017.0
1.0,2017,2591,恒大高新,2016.0
3.0,2021,2450,*ST 康得,2018.0
1.0,2020,2592,八菱科技,2019.0
1.0,2022,688177,百奥泰,2021.0
0.0,2020,2592,八菱科技,2020.0
1.0,2019,2599,盛通股份,2018.0
0.0,2019,2600,领益智造,2019.0
3.0,2020,663,永安林业,2017.0
0.0,2017,2602,世纪华通,2017.0
2.0,2020,663,永安林业,2018.0
6.0,2021,2604,龙力退,2015.0
6.0,2018,600730,中国高科,2012.0
5.0,2021,2604,龙力退,2016.0
4.0,2018,600730,中国高科,2014.0
4.0,2021,2604,龙力退,2017.0
3.0,2018,600730,中国高科,2015.0
3.0,2021,2604,龙力退,2018.0
2.0,2018,600730,中国高科,2016.0
2.0,2021,2607,中公教育,2019.0
2.0,2022,300367,ST 网力,2020.0
1.0,2021,2607,中公教育,2020.0
3.0,2020,2610,爱康科技,2017.0
2.0,2020,2610,爱康科技,2018.0
1.0,2020,2610,爱康科技,2019.0
4.0,2020,2611,东方精工,2016.0
2.0,2018,601011,宝泰隆,2016.0
3.0,2020,2611,东方精工,2017.0
4.0,2019,2399,海普瑞,2015.0
2.0,2020,2611,东方精工,2018.0
1.0,2020,2611,东方精工,2019.0
0.0,2020,2613,北玻股份,2020.0
3.0,2021,2614,奥佳华,2018.0
2.0,2021,2614,奥佳华,2019.0
3.0,2018,600892,大晟文化,2015.0
1.0,2021,2614,奥佳华,2020.0
2.0,2018,600892,大晟文化,2016.0
0.0,2021,2614,奥佳华,2021.0
1.0,2018,2615,哈尔斯,2017.0
2.0,2021,600084,ST 中葡,2019.0
2.0,2023,2617,露笑科技,2021.0
1.0,2020,300020,银江股份,2019.0
1.0,2023,2617,露笑科技,2022.0
0.0,2020,300020,银江股份,2020.0
1.0,2021,2618,*ST 丹邦,2020.0
4.0,2021,600734,*ST 实达,2017.0
3.0,2021,2619,*ST 艾格,2018.0
3.0,2021,600734,*ST 实达,2018.0
2.0,2021,2619,*ST 艾格,2019.0
2.0,2021,600734,*ST 实达,2019.0
1.0,2021,2619,*ST 艾格,2020.0
0.0,2018,2622,融钰集团,2018.0
1.0,2022,100,TCL科技,2021.0
1.0,2020,2623,亚玛顿,2019.0
3.0,2022,2625,光启技术,2019.0
2.0,2022,2625,光启技术,2020.0
1.0,2017,2627,宜昌交运,2016.0
3.0,2021,2450,康得退,2018.0
4.0,2018,2628,成都路桥,2014.0
2.0,2018,600227,赤天化,2016.0
3.0,2018,2628,成都路桥,2015.0
2.0,2022,603863,ST 松炀,2020.0
2.0,2018,2628,成都路桥,2016.0
7.0,2022,300104,乐视退,2015.0
1.0,2021,2629,ST 仁智,2020.0
6.0,2022,300104,乐视退,2016.0
0.0,2021,2629,ST 仁智,2021.0
3.0,2020,2529,*ST 海源,2017.0
1.0,2020,2630,华西能源,2019.0
2.0,2020,2529,*ST 海源,2018.0
3.0,2018,2633,申科股份,2015.0
3.0,2019,603630,拉芳家化,2016.0
1.0,2018,2635,安洁科技,2017.0
2.0,2019,603630,拉芳家化,2017.0
4.0,2019,2637,赞宇科技,2015.0
2.0,2021,300257,开山股份,2019.0
3.0,2019,2637,赞宇科技,2016.0
1.0,2021,300257,开山股份,2020.0
1.0,2019,2637,赞宇科技,2018.0
3.0,2022,2647,仁东控股,2019.0
5.0,2022,2638,勤上股份,2017.0
2.0,2022,2647,仁东控股,2020.0
4.0,2022,2638,勤上股份,2018.0
3.0,2022,2638,勤上股份,2019.0
2.0,2022,2638,勤上股份,2020.0
5.0,2021,663,*ST 永林,2016.0
1.0,2022,2638,勤上股份,2021.0
4.0,2021,663,*ST 永林,2017.0
4.0,2020,2639,雪人股份,2016.0
1.0,2022,688002,睿创微纳,2021.0
3.0,2020,2639,雪人股份,2017.0
2.0,2022,2502,鼎龙文化,2020.0
2.0,2020,2639,雪人股份,2018.0
7.0,2021,2069,獐子岛,2014.0
1.0,2021,2640,*ST 跨境,2020.0
6.0,2021,2069,獐子岛,2015.0
5.0,2021,2642,荣联科技,2016.0
5.0,2021,2069,獐子岛,2016.0
4.0,2021,2642,荣联科技,2017.0
4.0,2021,2069,獐子岛,2017.0
3.0,2021,2642,荣联科技,2018.0
1.0,2021,2647,仁东控股,2020.0
7.0,2021,760,*ST 斯太,2014.0
0.0,2021,2647,仁东控股,2021.0
6.0,2021,760,*ST 斯太,2015.0
0.0,2021,2648,卫星化学,2021.0
5.0,2021,760,*ST 斯太,2016.0
1.0,2020,2650,ST 加加,2019.0
4.0,2021,760,*ST 斯太,2017.0
1.0,2021,2652,扬子新材,2020.0
3.0,2021,760,*ST 斯太,2018.0
4.0,2020,2653,海思科,2016.0
2.0,2021,760,*ST 斯太,2019.0
2.0,2020,2653,海思科,2018.0
1.0,2021,760,*ST 斯太,2020.0
0.0,2020,2653,海思科,2020.0
1.0,2019,2654,万润科技,2018.0
0.0,2019,2654,万润科技,2019.0
5.0,2022,300340,科恒股份,2017.0
2.0,2023,2655,共达电声,2021.0
1.0,2019,2134,天津普林,2018.0
1.0,2023,2655,共达电声,2022.0
3.0,2021,2656,ST 摩登,2018.0
3.0,2023,601727,上海电气,2020.0
2.0,2021,2656,ST 摩登,2019.0
2.0,2022,600540,新赛股份,2020.0
1.0,2018,2657,中科金财,2017.0
2.0,2021,2329,皇氏集团,2019.0
0.0,2018,2657,中科金财,2018.0
2.0,2017,2661,克明面业,2015.0
2.0,2020,2662,京威股份,2018.0
5.0,2021,2663,普邦股份,2016.0
1.0,2020,300117,嘉寓股份,2019.0
4.0,2021,2663,普邦股份,2017.0
3.0,2021,2663,普邦股份,2018.0
1.0,2022,2665,首航高科,2021.0
1.0,2019,600712,南宁百货,2018.0
4.0,2017,2667,鞍重股份,2013.0
3.0,2017,2667,鞍重股份,2014.0
2.0,2020,2502,鼎龙文化,2018.0
2.0,2017,2667,鞍重股份,2015.0
5.0,2021,2426,胜利精密,2016.0
1.0,2017,2667,鞍重股份,2016.0
4.0,2021,2426,胜利精密,2017.0
4.0,2021,2668,ST 奥马,2017.0
3.0,2021,2426,胜利精密,2018.0
3.0,2021,2668,ST 奥马,2018.0
5.0,2020,680,山推股份,2015.0
2.0,2021,2668,ST 奥马,2019.0
4.0,2020,820,*ST 节能,2016.0
1.0,2021,2668,ST 奥马,2020.0
3.0,2020,820,*ST 节能,2017.0
4.0,2021,2670,国盛金控,2017.0
2.0,2020,820,*ST 节能,2018.0
3.0,2021,2670,国盛金控,2018.0
2.0,2021,2670,国盛金控,2019.0
0.0,2018,2672,东江环保,2018.0
3.0,2018,2673,西部证券,2015.0
1.0,2019,2072,*ST 凯瑞,2018.0
2.0,2018,2673,西部证券,2016.0
4.0,2020,2341,新纶科技,2016.0
0.0,2018,2675,东诚药业,2018.0
3.0,2020,2341,新纶科技,2017.0
3.0,2017,2676,顺威股份,2014.0
2.0,2020,2341,新纶科技,2018.0
2.0,2017,2676,顺威股份,2015.0
1.0,2017,2676,顺威股份,2016.0
0.0,2017,2676,顺威股份,2017.0
5.0,2017,2679,福建金森,2012.0
4.0,2017,2679,福建金森,2013.0
5.0,2020,603010,万盛股份,2015.0
3.0,2017,2679,福建金森,2014.0
4.0,2020,603010,万盛股份,2016.0
3.0,2018,2680,ST 长生,2015.0
3.0,2020,603010,万盛股份,2017.0
2.0,2018,2680,ST 长生,2016.0
2.0,2021,603603,博天环境,2019.0
1.0,2018,2680,ST 长生,2017.0
3.0,2022,600730,中国高科,2019.0
2.0,2021,2681,*ST 奋达,2019.0
2.0,2022,600730,中国高科,2020.0
2.0,2021,2682,龙洲股份,2019.0
1.0,2022,600730,中国高科,2021.0
1.0,2021,2682,龙洲股份,2020.0
1.0,2017,2683,宏大爆破,2016.0
2.0,2020,2684,*ST 猛狮,2018.0
1.0,2020,300387,富邦股份,2019.0
1.0,2022,2688,金河生物,2021.0
4.0,2023,2689,远大智能,2019.0
4.0,2018,300028,金亚科技,2014.0
3.0,2023,2689,远大智能,2020.0
0.0,2020,587,*ST 金洲,2020.0
2.0,2023,2689,远大智能,2021.0
3.0,2021,600586,金晶科技,2018.0
1.0,2023,2689,远大智能,2022.0
2.0,2021,600586,金晶科技,2019.0
3.0,2022,2691,冀凯股份,2019.0
2.0,2022,2691,冀凯股份,2020.0
1.0,2022,2691,冀凯股份,2021.0
3.0,2020,2692,ST 远程,2017.0
3.0,2022,600152,维科技术,2019.0
2.0,2020,2692,ST 远程,2018.0
2.0,2022,600152,维科技术,2020.0
3.0,2019,2694,顾地科技,2016.0
2.0,2019,2694,顾地科技,2017.0
2.0,2021,2699,美盛文化,2019.0
4.0,2020,300173,智慧松德,2016.0
1.0,2021,2699,美盛文化,2020.0
3.0,2020,300173,智慧松德,2017.0
0.0,2021,2699,美盛文化,2021.0
1.0,2018,2700,新疆浩源,2017.0
0.0,2018,2700,新疆浩源,2018.0
2.0,2020,2701,奥瑞金,2018.0
5.0,2021,2766,ST 索菱,2016.0
1.0,2017,2708,光洋股份,2016.0
4.0,2021,2766,ST 索菱,2017.0
3.0,2021,2711,欧浦退,2018.0
3.0,2021,2766,ST 索菱,2018.0
1.0,2019,2712,思美传媒,2018.0
0.0,2019,2715,登云股份,2019.0
1.0,2020,2716,*ST 金贵,2019.0
2.0,2021,2719,*ST 麦趣,2019.0
1.0,2021,2719,*ST 麦趣,2020.0
1.0,2021,600152,维科技术,2020.0
0.0,2021,2719,*ST 麦趣,2021.0
2.0,2019,2813,路畅科技,2017.0
2.0,2020,2721,金一文化,2018.0
1.0,2019,2813,路畅科技,2018.0
1.0,2017,2723,金莱特,2016.0
0.0,2021,2726,龙大肉食,2021.0
1.0,2022,2729,好利科技,2021.0
0.0,2022,2729,好利科技,2022.0
7.0,2021,300310,宜通世纪,2014.0
5.0,2020,2731,萃华珠宝,2015.0
6.0,2021,300310,宜通世纪,2015.0
4.0,2020,2731,萃华珠宝,2016.0
5.0,2021,300310,宜通世纪,2016.0
1.0,2023,2733,雄韬股份,2022.0
3.0,2020,300273,和佳医疗,2017.0
0.0,2023,2733,雄韬股份,2023.0
2.0,2020,300273,和佳医疗,2018.0
3.0,2019,2736,国信证券,2016.0
1.0,2020,300273,和佳医疗,2019.0
3.0,2021,2738,中矿资源,2018.0
2.0,2021,2738,中矿资源,2019.0
1.0,2021,2738,中矿资源,2020.0
0.0,2021,2738,中矿资源,2021.0
3.0,2022,300176,派生科技,2019.0
0.0,2023,2739,万达电影,2023.0
3.0,2021,2740,爱迪尔,2018.0
1.0,2022,2742,三圣股份,2021.0
5.0,2019,2721,金一文化,2014.0
0.0,2022,2742,三圣股份,2022.0
5.0,2018,600680,*ST 上普,2013.0
2.0,2018,2745,木林森,2016.0
3.0,2018,600680,*ST 上普,2015.0
1.0,2018,2745,木林森,2017.0
2.0,2018,600680,*ST 上普,2016.0
0.0,2018,2745,木林森,2018.0
7.0,2022,300237,美晨生态,2015.0
1.0,2021,2748,世龙实业,2020.0
6.0,2022,300237,美晨生态,2016.0
0.0,2021,2748,世龙实业,2021.0
5.0,2022,300237,美晨生态,2017.0
2.0,2020,2750,龙津药业,2018.0
4.0,2022,300237,美晨生态,2018.0
1.0,2020,2750,龙津药业,2019.0
3.0,2022,300237,美晨生态,2019.0
4.0,2023,2751,*ST 易尚,2019.0
2.0,2022,300237,美晨生态,2020.0
3.0,2023,2751,*ST 易尚,2020.0
2.0,2023,2751,*ST 易尚,2021.0
2.0,2022,2759,天际股份,2020.0
1.0,2022,2759,天际股份,2021.0
15.0,2022,300104,乐视退,2007.0
4.0,2023,2760,凤形股份,2019.0
14.0,2022,300104,乐视退,2008.0
3.0,2023,2760,凤形股份,2020.0
13.0,2022,300104,乐视退,2009.0
2.0,2023,2760,凤形股份,2021.0
6.0,2022,38,*ST 大通,2016.0
1.0,2023,2760,凤形股份,2022.0
5.0,2022,38,*ST 大通,2017.0
1.0,2021,2765,蓝黛科技,2020.0
6.0,2021,300159,新研股份,2015.0
0.0,2021,2765,蓝黛科技,2021.0
5.0,2021,300159,新研股份,2016.0
5.0,2021,2766,*ST 索菱,2016.0
4.0,2021,300159,新研股份,2017.0
4.0,2021,2766,*ST 索菱,2017.0
3.0,2021,300159,新研股份,2018.0
3.0,2021,2766,*ST 索菱,2018.0
2.0,2021,300159,新研股份,2019.0
1.0,2018,2767,先锋电子,2017.0
5.0,2021,2770,*ST 科迪,2016.0
5.0,2022,2370,亚太药业,2017.0
4.0,2021,2770,*ST 科迪,2017.0
4.0,2022,2370,亚太药业,2018.0
3.0,2021,2770,*ST 科迪,2018.0
6.0,2018,300014,亿纬锂能,2012.0
2.0,2021,2770,*ST 科迪,2019.0
1.0,2020,300340,科恒股份,2019.0
0.0,2021,2771,真视通,2021.0
2.0,2022,603300,华铁应急,2020.0
1.0,2021,2773,康弘药业,2020.0
8.0,2019,600078,澄星股份,2011.0
9.0,2021,2776,ST 柏龙,2012.0
7.0,2019,600078,澄星股份,2012.0
8.0,2021,2776,ST 柏龙,2013.0
6.0,2019,600078,澄星股份,2013.0
7.0,2021,2776,ST 柏龙,2014.0
6.0,2021,2776,ST 柏龙,2015.0
5.0,2021,2776,ST 柏龙,2016.0
4.0,2021,2776,ST 柏龙,2017.0
3.0,2021,2776,ST 柏龙,2018.0
4.0,2020,300273,和佳医疗,2016.0
2.0,2021,2776,ST 柏龙,2019.0
1.0,2021,2776,ST 柏龙,2020.0
0.0,2021,2776,ST 柏龙,2021.0
1.0,2021,2780,三夫户外,2020.0
6.0,2021,410,*ST 沈机,2015.0
1.0,2020,2781,奇信股份,2019.0
5.0,2021,410,*ST 沈机,2016.0
1.0,2022,2782,可立克,2021.0
4.0,2021,410,*ST 沈机,2017.0
1.0,2018,2785,万里石,2017.0
3.0,2021,410,*ST 沈机,2018.0
1.0,2019,2788,鹭燕医药,2018.0
4.0,2020,2789,建艺集团,2016.0
3.0,2020,2789,建艺集团,2017.0
4.0,2021,2792,通宇通讯,2017.0
3.0,2021,2792,通宇通讯,2018.0
4.0,2020,603630,拉芳家化,2016.0
2.0,2021,2792,通宇通讯,2019.0
3.0,2020,603630,拉芳家化,2017.0
3.0,2021,2798,帝欧家居,2018.0
2.0,2020,603630,拉芳家化,2018.0
1.0,2021,2803,吉宏股份,2020.0
3.0,2021,300178,腾邦国际,2018.0
0.0,2021,2803,吉宏股份,2021.0
2.0,2022,600965,福成股份,2020.0
1.0,2023,2806,华锋股份,2022.0
1.0,2022,2808,恒久科技,2021.0
0.0,2022,2808,恒久科技,2022.0
1.0,2021,2813,路畅科技,2020.0
5.0,2021,600338,西藏珠峰,2016.0
2.0,2022,2816,和科达,2020.0
2.0,2021,300405,科隆股份,2019.0
1.0,2022,2816,和科达,2021.0
3.0,2021,300094,国联水产,2018.0
4.0,2022,2822,中装建设,2018.0
2.0,2021,300094,国联水产,2019.0
3.0,2022,2822,中装建设,2019.0
1.0,2022,603869,新智认知,2021.0
1.0,2022,2822,中装建设,2021.0
0.0,2020,2823,凯中精密,2020.0
0.0,2022,2825,纳尔股份,2022.0
1.0,2022,2828,贝肯能源,2021.0
0.0,2022,2828,贝肯能源,2022.0
2.0,2022,2832,比音勒芬,2020.0
5.0,2021,687,*ST 华讯,2016.0
1.0,2022,2832,比音勒芬,2021.0
4.0,2021,687,*ST 华讯,2017.0
2.0,2021,2836,新宏泽,2019.0
3.0,2021,687,*ST 华讯,2018.0
1.0,2022,2840,华统股份,2021.0
0.0,2022,2845,同兴达,2022.0
0.0,2022,2847,盐津铺子,2022.0
3.0,2019,600518,ST 康美,2016.0
1.0,2018,2848,高斯贝尔,2017.0
2.0,2019,600518,ST 康美,2017.0
1.0,2023,2852,道道全,2022.0
1.0,2019,600518,ST 康美,2018.0
3.0,2022,2856,美芝股份,2019.0
2.0,2021,300464,星徽股份,2019.0
2.0,2022,2856,美芝股份,2020.0
1.0,2021,300464,星徽股份,2020.0
1.0,2022,2856,美芝股份,2021.0
2.0,2022,600804,ST 鹏博士,2020.0
2.0,2019,2869,金溢科技,2017.0
2.0,2022,700,模塑科技,2020.0
1.0,2019,2869,金溢科技,2018.0
1.0,2022,2776,ST 柏龙,2021.0
0.0,2019,2869,金溢科技,2019.0
4.0,2020,2872,*ST 天圣,2016.0
6.0,2018,601377,兴业证券,2012.0
3.0,2020,2872,*ST 天圣,2017.0
2.0,2019,300331,苏大维格,2017.0
2.0,2020,2872,*ST 天圣,2018.0
1.0,2019,300331,苏大维格,2018.0
1.0,2023,2875,安奈儿,2022.0
2.0,2022,2885,京泉华,2020.0
3.0,2022,2893,华通热力,2019.0
2.0,2022,2893,华通热力,2020.0
1.0,2022,2893,华通热力,2021.0
1.0,2022,2915,中欣氟材,2021.0
2.0,2019,506,中润资源,2017.0
1.0,2022,2919,名臣健康,2021.0
2.0,2021,600146,*ST 环球,2019.0
3.0,2018,2926,华西证券,2015.0
2.0,2022,601727,上海电气,2020.0
2.0,2018,2926,华西证券,2016.0
2.0,2020,2260,*ST 德奥,2018.0
1.0,2019,2927,泰永长征,2018.0
1.0,2020,2260,*ST 德奥,2019.0
2.0,2023,2928,华夏航空,2021.0
1.0,2018,587,金洲慈航,2017.0
5.0,2021,2943,宇晶股份,2016.0
5.0,2020,600830,香溢融通,2015.0
0.0,2021,2956,西麦食品,2021.0
4.0,2020,600830,香溢融通,2016.0
1.0,2022,2957,科瑞技术,2021.0
3.0,2020,600830,香溢融通,2017.0
3.0,2022,2960,青鸟消防,2019.0
2.0,2020,600830,香溢融通,2018.0
2.0,2022,2960,青鸟消防,2020.0
1.0,2022,2960,青鸟消防,2021.0
4.0,2020,663,*ST 永林,2016.0
0.0,2022,2960,青鸟消防,2022.0
3.0,2020,663,*ST 永林,2017.0
3.0,2023,2962,五方光电,2020.0
3.0,2020,600847,万里股份,2017.0
2.0,2023,2962,五方光电,2021.0
2.0,2020,600847,万里股份,2018.0
1.0,2023,2962,五方光电,2022.0
1.0,2020,600847,万里股份,2019.0
1.0,2020,2970,锐明技术,2019.0
4.0,2020,2984,森麒麟,2016.0
2.0,2021,410,*ST 沈机,2019.0
3.0,2020,2984,森麒麟,2017.0
2.0,2020,2984,森麒麟,2018.0
3.0,2022,300393,中来股份,2019.0
1.0,2021,2992,宝明科技,2020.0
1.0,2023,3004,声迅股份,2022.0
1.0,2022,3012,东鹏控股,2021.0
0.0,2021,3017,大洋生物,2021.0
3.0,2020,200168,*ST 舜喆B,2017.0
5.0,2022,200468,宁通信B,2017.0
1.0,2021,2411,延安必康,2020.0
4.0,2022,200468,宁通信B,2018.0
0.0,2021,2411,延安必康,2021.0
3.0,2022,200468,宁通信B,2019.0
2.0,2021,300001,特锐德,2019.0
4.0,2020,300004,南风股份,2016.0
3.0,2020,300004,南风股份,2017.0
2.0,2020,300004,南风股份,2018.0
1.0,2017,300006,莱美药业,2016.0
8.0,2021,300008,天海防务,2013.0
6.0,2021,300008,天海防务,2015.0
4.0,2018,300269,联建光电,2014.0
4.0,2021,300008,天海防务,2017.0
3.0,2018,300269,联建光电,2015.0
3.0,2021,300008,天海防务,2018.0
2.0,2018,300269,联建光电,2016.0
3.0,2021,300010,豆神教育,2018.0
1.0,2018,300269,联建光电,2017.0
2.0,2021,300010,豆神教育,2019.0
4.0,2019,600321,*ST 正源,2015.0
1.0,2021,300010,豆神教育,2020.0
3.0,2019,600321,*ST 正源,2016.0
5.0,2021,300013,新宁物流,2016.0
2.0,2019,600321,*ST 正源,2017.0
4.0,2021,300013,新宁物流,2017.0
3.0,2021,300013,新宁物流,2018.0
3.0,2020,600086,*ST 金钰,2017.0
2.0,2021,300013,新宁物流,2019.0
3.0,2021,300020,银江股份,2018.0
1.0,2020,670,*ST 盈方,2019.0
2.0,2021,300020,银江股份,2019.0
3.0,2019,600256,广汇能源,2016.0
1.0,2021,300020,银江股份,2020.0
5.0,2022,601020,华钰矿业,2017.0
0.0,2021,300022,吉峰科技,2021.0
4.0,2022,601020,华钰矿业,2018.0
2.0,2017,300023,宝德股份,2015.0
1.0,2017,300023,宝德股份,2016.0
1.0,2021,300024,机器人,2020.0
1.0,2018,300025,华星创业,2017.0
0.0,2020,300026,红日药业,2020.0
6.0,2018,2538,司尔特,2012.0
1.0,2022,300027,华谊兄弟,2021.0
3.0,2017,300028,金亚科技,2014.0
6.0,2018,600289,*ST 信通,2012.0
2.0,2017,300028,金亚科技,2015.0
5.0,2018,600289,*ST 信通,2013.0
3.0,2021,300029,*ST 天龙,2018.0
4.0,2018,600289,*ST 信通,2014.0
1.0,2021,300029,*ST 天龙,2020.0
3.0,2018,600289,*ST 信通,2015.0
0.0,2021,300029,*ST 天龙,2021.0
2.0,2018,600289,*ST 信通,2016.0
0.0,2020,300031,宝通科技,2020.0
3.0,2021,300032,金龙机电,2018.0
9.0,2022,892,欢瑞世纪,2013.0
2.0,2021,300032,金龙机电,2019.0
8.0,2022,892,欢瑞世纪,2014.0
1.0,2021,300032,金龙机电,2020.0
7.0,2022,892,欢瑞世纪,2015.0
0.0,2017,300033,同花顺,2017.0
3.0,2020,300037,新宙邦,2017.0
2.0,2020,300037,新宙邦,2018.0
1.0,2020,300037,新宙邦,2019.0
2.0,2021,300038,ST 数知,2019.0
0.0,2019,300041,回天新材,2019.0
2.0,2017,300042,朗科科技,2015.0
2.0,2022,300043,星辉娱乐,2020.0
1.0,2021,300044,*ST 赛为,2020.0
1.0,2022,300047,天源迪科,2021.0
3.0,2021,300048,合康新能,2018.0
2.0,2021,300048,合康新能,2019.0
3.0,2019,600227,圣济堂,2016.0
1.0,2021,300048,合康新能,2020.0
5.0,2022,300050,世纪鼎利,2017.0
3.0,2022,300050,世纪鼎利,2019.0
3.0,2020,835,长城动漫,2017.0
2.0,2022,300050,世纪鼎利,2020.0
2.0,2022,688020,方邦股份,2020.0
2.0,2017,300051,三五互联,2015.0
1.0,2022,688020,方邦股份,2021.0
1.0,2017,300051,三五互联,2016.0
0.0,2017,300051,三五互联,2017.0
0.0,2022,300052,中青宝,2022.0
4.0,2022,300053,欧比特,2018.0
2.0,2020,300242,佳云科技,2018.0
0.0,2022,300053,欧比特,2022.0
6.0,2022,2426,胜利精密,2016.0
3.0,2019,300054,鼎龙股份,2016.0
5.0,2022,2426,胜利精密,2017.0
2.0,2019,300054,鼎龙股份,2017.0
4.0,2022,2426,胜利精密,2018.0
2.0,2019,300055,万邦达,2017.0
1.0,2021,300410,正业科技,2020.0
1.0,2019,300055,万邦达,2018.0
5.0,2021,300094,国联水产,2016.0
3.0,2019,300056,三维丝,2016.0
4.0,2021,300094,国联水产,2017.0
2.0,2017,300058,蓝色光标,2015.0
2.0,2022,300061,旗天科技,2020.0
1.0,2022,300061,旗天科技,2021.0
1.0,2018,600651,飞乐音响,2017.0
1.0,2018,300062,中能电气,2017.0
2.0,2020,2512,达华智能,2018.0
3.0,2021,300063,天龙集团,2018.0
1.0,2020,2512,达华智能,2019.0
2.0,2021,300063,天龙集团,2019.0
1.0,2021,300063,天龙集团,2020.0
4.0,2021,300064,*ST 金刚,2017.0
3.0,2021,300064,*ST 金刚,2018.0
2.0,2021,300064,*ST 金刚,2019.0
1.0,2021,300064,*ST 金刚,2020.0
1.0,2021,300068,南都电源,2020.0
2.0,2022,300069,金利华电,2020.0
1.0,2022,300069,金利华电,2021.0
1.0,2021,300070,碧水源,2020.0
2.0,2020,300071,华谊嘉信,2018.0
4.0,2020,300072,三聚环保,2016.0
5.0,2021,300074,华平股份,2016.0
4.0,2021,300074,华平股份,2017.0
7.0,2022,2500,山西证券,2015.0
3.0,2021,300074,华平股份,2018.0
3.0,2021,2291,星期六,2018.0
1.0,2017,300076,GQY视讯,2016.0
2.0,2021,2291,星期六,2019.0
4.0,2021,300077,国民技术,2017.0
3.0,2018,600318,新力金融,2015.0
0.0,2020,300078,思创医惠,2020.0
5.0,2019,300079,数码科技,2014.0
3.0,2020,2629,*ST 仁智,2017.0
0.0,2021,300080,易成新能,2021.0
4.0,2021,2329,皇氏集团,2017.0
2.0,2020,300081,恒信东方,2018.0
3.0,2021,2329,皇氏集团,2018.0
3.0,2022,300083,创世纪,2019.0
0.0,2021,688051,佳华科技,2021.0
2.0,2022,300083,创世纪,2020.0
3.0,2019,600525,长园集团,2016.0
1.0,2022,300083,创世纪,2021.0
2.0,2019,600525,长园集团,2017.0
1.0,2022,300084,海默科技,2021.0
3.0,2022,300526,中潜股份,2019.0
1.0,2020,300085,银之杰,2019.0
1.0,2019,300086,康芝药业,2018.0
4.0,2018,300087,荃银高科,2014.0
3.0,2018,300087,荃银高科,2015.0
2.0,2018,300087,荃银高科,2016.0
2.0,2023,2499,*ST 科林,2021.0
1.0,2020,300089,文化长城,2019.0
4.0,2020,600525,长园集团,2016.0
